,instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
25,56406535,220338,COTTON20DECFUT,COTTON,0.0,2020-12-31,0.0,10.0,1,FUT,MCX-FUT,MCX
26,57743623,225561,COTTON21APRFUT,COTTON,0.0,2021-04-30,0.0,10.0,1,FUT,MCX-FUT,MCX
27,57451527,224420,COTTON21FEBFUT,COTTON,0.0,2021-02-26,0.0,10.0,1,FUT,MCX-FUT,MCX
28,57060615,222893,COTTON21JANFUT,COTTON,0.0,2021-01-29,0.0,10.0,1,FUT,MCX-FUT,MCX
29,57621255,225083,COTTON21MARFUT,COTTON,0.0,2021-03-31,0.0,10.0,1,FUT,MCX-FUT,MCX
30,57908487,226205,COTTON21MAYFUT,COTTON,0.0,2021-05-31,0.0,10.0,1,FUT,MCX-FUT,MCX
31,57905671,226194,COTTONDEC20FEB21FUT,COTTON,0.0,2020-12-31,0.0,10.0,1,FUT,MCX-FUT,MCX
32,57749255,225583,COTTONDEC20JAN21FUT,COTTON,0.0,2020-12-31,0.0,10.0,1,FUT,MCX-FUT,MCX
33,57905927,226195,COTTONJAN21FEB21FUT,COTTON,0.0,2021-01-29,0.0,10.0,1,FUT,MCX-FUT,MCX
34,56407303,220341,COTTONREF20DECFUT,COTTONREF,0.0,2020-12-31,0.0,10.0,1,FUT,MCX-FUT,MCX
35,57745415,225568,COTTONREF21APRFUT,COTTONREF,0.0,2021-04-30,0.0,10.0,1,FUT,MCX-FUT,MCX
36,57452295,224423,COTTONREF21FEBFUT,COTTONREF,0.0,2021-02-26,0.0,10.0,1,FUT,MCX-FUT,MCX
37,57066759,222917,COTTONREF21JANFUT,COTTONREF,0.0,2021-01-29,0.0,10.0,1,FUT,MCX-FUT,MCX
38,57623047,225090,COTTONREF21MARFUT,COTTONREF,0.0,2021-03-31,0.0,10.0,1,FUT,MCX-FUT,MCX
39,57907719,226202,COTTONREF21MAYFUT,COTTONREF,0.0,2021-05-31,0.0,10.0,1,FUT,MCX-FUT,MCX
40,57060871,222894,CPO20DECFUT,CPO,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
41,57908743,226206,CPO21APRFUT,CPO,0.0,2021-04-30,0.0,0.1,1,FUT,MCX-FUT,MCX
42,57621511,225084,CPO21FEBFUT,CPO,0.0,2021-02-26,0.0,0.1,1,FUT,MCX-FUT,MCX
43,57451271,224419,CPO21JANFUT,CPO,0.0,2021-01-29,0.0,0.1,1,FUT,MCX-FUT,MCX
44,57743879,225562,CPO21MARFUT,CPO,0.0,2021-03-31,0.0,0.1,1,FUT,MCX-FUT,MCX
45,57905159,226192,CPODEC20FEB21FUT,CPO,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
46,57749767,225585,CPODEC20JAN21FUT,CPO,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
47,57905415,226193,CPOJAN21FEB21FUT,CPO,0.0,2021-01-29,0.0,0.1,1,FUT,MCX-FUT,MCX
48,57708807,225425,CRUDEOIL21APRFUT,CRUDEOIL,0.0,2021-04-19,0.0,1.0,1,FUT,MCX-FUT,MCX
49,57403655,224233,CRUDEOIL21FEBFUT,CRUDEOIL,0.0,2021-02-19,0.0,1.0,1,FUT,MCX-FUT,MCX
50,56744455,221658,CRUDEOIL21JANFUT,CRUDEOIL,0.0,2021-01-19,0.0,1.0,1,FUT,MCX-FUT,MCX
51,58046727,226745,CRUDEOIL21JUNFUT,CRUDEOIL,0.0,2021-06-21,0.0,1.0,1,FUT,MCX-FUT,MCX
52,57546759,224792,CRUDEOIL21MARFUT,CRUDEOIL,0.0,2021-03-19,0.0,1.0,1,FUT,MCX-FUT,MCX
53,57828103,225891,CRUDEOIL21MAYFUT,CRUDEOIL,0.0,2021-05-19,0.0,1.0,1,FUT,MCX-FUT,MCX
54,58047239,226747,CRUDEOILFEB21MAR21FUT,CRUDEOIL,0.0,2021-02-19,0.0,1.0,1,FUT,MCX-FUT,MCX
55,57828615,225893,CRUDEOILJAN21FEB21FUT,CRUDEOIL,0.0,2021-01-19,0.0,1.0,1,FUT,MCX-FUT,MCX
56,58046983,226746,CRUDEOILJAN21MAR21FUT,CRUDEOIL,0.0,2021-01-19,0.0,1.0,1,FUT,MCX-FUT,MCX
57,56276999,219832,GOLD21APRFUT,GOLD,0.0,2021-04-05,0.0,1.0,1,FUT,MCX-FUT,MCX
58,57374727,224120,GOLD21AUGFUT,GOLD,0.0,2021-08-05,0.0,1.0,1,FUT,MCX-FUT,MCX
59,57976071,226469,GOLD21DECFUT,GOLD,0.0,2021-12-03,0.0,1.0,1,FUT,MCX-FUT,MCX
60,55851015,218168,GOLD21FEBFUT,GOLD,0.0,2021-02-05,0.0,1.0,1,FUT,MCX-FUT,MCX
61,56530439,220822,GOLD21JUNFUT,GOLD,0.0,2021-06-04,0.0,1.0,1,FUT,MCX-FUT,MCX
62,57680391,225314,GOLD21OCTFUT,GOLD,0.0,2021-10-05,0.0,1.0,1,FUT,MCX-FUT,MCX
63,57934087,226305,GOLDAPR21JUN21FUT,GOLD,0.0,2021-04-05,0.0,1.0,1,FUT,MCX-FUT,MCX
64,57648647,225190,GOLDFEB21APR21FUT,GOLD,0.0,2021-02-05,0.0,1.0,1,FUT,MCX-FUT,MCX
65,57933831,226304,GOLDFEB21JUN21FUT,GOLD,0.0,2021-02-05,0.0,1.0,1,FUT,MCX-FUT,MCX
66,57450759,224417,GOLDGUINEA20DECFUT,GOLDGUINEA,0.0,2020-12-31,0.0,1.0,1,FUT,MCX-FUT,MCX
67,57745927,225570,GOLDGUINEA21FEBFUT,GOLDGUINEA,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
68,57621767,225085,GOLDGUINEA21JANFUT,GOLDGUINEA,0.0,2021-01-29,0.0,1.0,1,FUT,MCX-FUT,MCX
69,57906439,226197,GOLDGUINEA21MARFUT,GOLDGUINEA,0.0,2021-03-31,0.0,1.0,1,FUT,MCX-FUT,MCX
70,57774087,225680,GOLDM21FEBFUT,GOLDM,0.0,2021-02-05,0.0,1.0,1,FUT,MCX-FUT,MCX
71,57648135,225188,GOLDM21JANFUT,GOLDM,0.0,2021-01-05,0.0,1.0,1,FUT,MCX-FUT,MCX
72,57933063,226301,GOLDM21MARFUT,GOLDM,0.0,2021-03-05,0.0,1.0,1,FUT,MCX-FUT,MCX
73,57934599,226307,GOLDMFEB21MAR21FUT,GOLDM,0.0,2021-02-05,0.0,1.0,1,FUT,MCX-FUT,MCX
74,57774599,225682,GOLDMJAN21FEB21FUT,GOLDM,0.0,2021-01-05,0.0,1.0,1,FUT,MCX-FUT,MCX
75,57934343,226306,GOLDMJAN21MAR21FUT,GOLDM,0.0,2021-01-05,0.0,1.0,1,FUT,MCX-FUT,MCX
76,57451015,224418,GOLDPETAL20DECFUT,GOLDPETAL,0.0,2020-12-31,0.0,1.0,1,FUT,MCX-FUT,MCX
77,57746183,225571,GOLDPETAL21FEBFUT,GOLDPETAL,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
78,57626375,225103,GOLDPETAL21JANFUT,GOLDPETAL,0.0,2021-01-29,0.0,1.0,1,FUT,MCX-FUT,MCX
79,57906695,226198,GOLDPETAL21MARFUT,GOLDPETAL,0.0,2021-03-31,0.0,1.0,1,FUT,MCX-FUT,MCX
80,56204807,219550,KAPAS21APRFUT,KAPAS,0.0,2021-04-30,0.0,0.5,1,FUT,MCX-FUT,MCX
81,55804679,217987,KAPAS21FEBFUT,KAPAS,0.0,2021-02-26,0.0,0.5,1,FUT,MCX-FUT,MCX
82,57745159,225567,KAPAS21NOVFUT,KAPAS,0.0,2021-11-30,0.0,0.5,1,FUT,MCX-FUT,MCX
83,57061639,222897,LEAD20DECFUT,LEAD,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
84,57907207,226200,LEAD21APRFUT,LEAD,0.0,2021-04-30,0.0,0.05,1,FUT,MCX-FUT,MCX
85,57622279,225087,LEAD21FEBFUT,LEAD,0.0,2021-02-26,0.0,0.05,1,FUT,MCX-FUT,MCX
86,57445895,224398,LEAD21JANFUT,LEAD,0.0,2021-01-29,0.0,0.05,1,FUT,MCX-FUT,MCX
87,57744391,225564,LEAD21MARFUT,LEAD,0.0,2021-03-31,0.0,0.05,1,FUT,MCX-FUT,MCX
88,57902599,226182,LEADDEC20FEB21FUT,LEAD,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
89,57747207,225575,LEADDEC20JAN21FUT,LEAD,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
90,57902855,226183,LEADJAN21FEB21FUT,LEAD,0.0,2021-01-29,0.0,0.05,1,FUT,MCX-FUT,MCX
91,57517831,224679,MCXBULLDEX20DECFUT,MCXBULLDEX,0.0,2020-12-24,0.0,1.0,1,FUT,MCX-FUT,MCX
92,57828871,225894,MCXBULLDEX21FEBFUT,MCXBULLDEX,0.0,2021-02-24,0.0,1.0,1,FUT,MCX-FUT,MCX
93,57709063,225426,MCXBULLDEX21JANFUT,MCXBULLDEX,0.0,2021-01-27,0.0,1.0,1,FUT,MCX-FUT,MCX
94,58046471,226744,MCXBULLDEX21MARFUT,MCXBULLDEX,0.0,2021-03-24,0.0,1.0,1,FUT,MCX-FUT,MCX
95,57821959,225867,MCXMETLDEX21FEBFUT,MCXMETLDEX,0.0,2021-02-17,0.0,1.0,1,FUT,MCX-FUT,MCX
96,57707527,225420,MCXMETLDEX21JANFUT,MCXMETLDEX,0.0,2021-01-19,0.0,1.0,1,FUT,MCX-FUT,MCX
97,57974791,226464,MCXMETLDEX21MARFUT,MCXMETLDEX,0.0,2021-03-22,0.0,1.0,1,FUT,MCX-FUT,MCX
98,56589319,221052,MENTHAOIL20DECFUT,MENTHAOIL,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
99,57744903,225566,MENTHAOIL21APRFUT,MENTHAOIL,0.0,2021-04-30,0.0,0.1,1,FUT,MCX-FUT,MCX
100,57517575,224678,MENTHAOIL21FEBFUT,MENTHAOIL,0.0,2021-02-26,0.0,0.1,1,FUT,MCX-FUT,MCX
101,57061895,222898,MENTHAOIL21JANFUT,MENTHAOIL,0.0,2021-01-29,0.0,0.1,1,FUT,MCX-FUT,MCX
102,57623303,225091,MENTHAOIL21MARFUT,MENTHAOIL,0.0,2021-03-31,0.0,0.1,1,FUT,MCX-FUT,MCX
103,57907975,226203,MENTHAOIL21MAYFUT,MENTHAOIL,0.0,2021-05-31,0.0,0.1,1,FUT,MCX-FUT,MCX
104,57616135,225063,NATURALGAS20DECFUT,NATURALGAS,0.0,2020-12-28,0.0,0.1,1,FUT,MCX-FUT,MCX
105,57862919,226027,NATURALGAS21FEBFUT,NATURALGAS,0.0,2021-02-23,0.0,0.1,1,FUT,MCX-FUT,MCX
106,57736455,225533,NATURALGAS21JANFUT,NATURALGAS,0.0,2021-01-25,0.0,0.1,1,FUT,MCX-FUT,MCX
107,57063175,222903,NICKEL20DECFUT,NICKEL,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
108,57906951,226199,NICKEL21APRFUT,NICKEL,0.0,2021-04-30,0.0,0.1,1,FUT,MCX-FUT,MCX
109,57622535,225088,NICKEL21FEBFUT,NICKEL,0.0,2021-02-26,0.0,0.1,1,FUT,MCX-FUT,MCX
110,57445639,224397,NICKEL21JANFUT,NICKEL,0.0,2021-01-29,0.0,0.1,1,FUT,MCX-FUT,MCX
111,57744647,225565,NICKEL21MARFUT,NICKEL,0.0,2021-03-31,0.0,0.1,1,FUT,MCX-FUT,MCX
112,57903111,226184,NICKELDEC20FEB21FUT,NICKEL,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
113,57748743,225581,NICKELDEC20JAN21FUT,NICKEL,0.0,2020-12-31,0.0,0.1,1,FUT,MCX-FUT,MCX
114,57903367,226185,NICKELJAN21FEB21FUT,NICKEL,0.0,2021-01-29,0.0,0.1,1,FUT,MCX-FUT,MCX
115,57622023,225086,PEPPER21FEBFUT,PEPPER,0.0,2021-02-19,0.0,5.0,1,FUT,MCX-FUT,MCX
116,57452039,224422,PEPPER21JANFUT,PEPPER,0.0,2021-01-20,0.0,5.0,1,FUT,MCX-FUT,MCX
117,57744135,225563,PEPPER21MARFUT,PEPPER,0.0,2021-03-19,0.0,5.0,1,FUT,MCX-FUT,MCX
118,57976583,226471,SILVER21DECFUT,SILVER,0.0,2021-12-03,0.0,1.0,1,FUT,MCX-FUT,MCX
119,56729095,221598,SILVER21JULFUT,SILVER,0.0,2021-07-05,0.0,1.0,1,FUT,MCX-FUT,MCX
120,56064263,219001,SILVER21MARFUT,SILVER,0.0,2021-03-05,0.0,1.0,1,FUT,MCX-FUT,MCX
121,56413703,220366,SILVER21MAYFUT,SILVER,0.0,2021-05-05,0.0,1.0,1,FUT,MCX-FUT,MCX
122,57490183,224571,SILVER21SEPFUT,SILVER,0.0,2021-09-03,0.0,1.0,1,FUT,MCX-FUT,MCX
123,56413447,220365,SILVERM21APRFUT,SILVERM,0.0,2021-04-30,0.0,1.0,1,FUT,MCX-FUT,MCX
124,57489927,224570,SILVERM21AUGFUT,SILVERM,0.0,2021-08-31,0.0,1.0,1,FUT,MCX-FUT,MCX
125,56064519,219002,SILVERM21FEBFUT,SILVERM,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
126,56729351,221599,SILVERM21JUNFUT,SILVERM,0.0,2021-06-30,0.0,1.0,1,FUT,MCX-FUT,MCX
127,57680647,225315,SILVERM21NOVFUT,SILVERM,0.0,2021-11-30,0.0,1.0,1,FUT,MCX-FUT,MCX
128,57904903,226191,SILVERMAPR21JUN21FUT,SILVERM,0.0,2021-04-30,0.0,1.0,1,FUT,MCX-FUT,MCX
129,57933319,226302,SILVERMAR21JUL21FUT,SILVER,0.0,2021-03-05,0.0,1.0,1,FUT,MCX-FUT,MCX
130,57477127,224520,SILVERMAR21MAY21FUT,SILVER,0.0,2021-03-05,0.0,1.0,1,FUT,MCX-FUT,MCX
131,57933575,226303,SILVERMAY21JUL21FUT,SILVER,0.0,2021-05-05,0.0,1.0,1,FUT,MCX-FUT,MCX
132,57449479,224412,SILVERMFEB21APR21FUT,SILVERM,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
133,57904647,226190,SILVERMFEB21JUN21FUT,SILVERM,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
134,57062407,222900,SILVERMIC21APRFUT,SILVERMIC,0.0,2021-04-30,0.0,1.0,1,FUT,MCX-FUT,MCX
135,57908231,226204,SILVERMIC21AUGFUT,SILVERMIC,0.0,2021-08-31,0.0,1.0,1,FUT,MCX-FUT,MCX
136,56468999,220582,SILVERMIC21FEBFUT,SILVERMIC,0.0,2021-02-26,0.0,1.0,1,FUT,MCX-FUT,MCX
137,57623559,225092,SILVERMIC21JUNFUT,SILVERMIC,0.0,2021-06-30,0.0,1.0,1,FUT,MCX-FUT,MCX
138,57062151,222899,ZINC20DECFUT,ZINC,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
139,57907463,226201,ZINC21APRFUT,ZINC,0.0,2021-04-30,0.0,0.05,1,FUT,MCX-FUT,MCX
140,57622791,225089,ZINC21FEBFUT,ZINC,0.0,2021-02-26,0.0,0.05,1,FUT,MCX-FUT,MCX
141,57445383,224396,ZINC21JANFUT,ZINC,0.0,2021-01-29,0.0,0.05,1,FUT,MCX-FUT,MCX
142,57745671,225569,ZINC21MARFUT,ZINC,0.0,2021-03-31,0.0,0.05,1,FUT,MCX-FUT,MCX
143,57903623,226186,ZINCDEC20FEB21FUT,ZINC,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
144,57747719,225577,ZINCDEC20JAN21FUT,ZINC,0.0,2020-12-31,0.0,0.05,1,FUT,MCX-FUT,MCX
145,57903879,226187,ZINCJAN21FEB21FUT,ZINC,0.0,2021-01-29,0.0,0.05,1,FUT,MCX-FUT,MCX
146,57760263,225626,COPPER21FEB490CE,COPPER,0.0,2021-02-17,490.0,0.01,1,CE,MCX-OPT,MCX
147,57760519,225627,COPPER21FEB490PE,COPPER,0.0,2021-02-17,490.0,0.01,1,PE,MCX-OPT,MCX
148,57760775,225628,COPPER21FEB495CE,COPPER,0.0,2021-02-17,495.0,0.01,1,CE,MCX-OPT,MCX
149,57761031,225629,COPPER21FEB495PE,COPPER,0.0,2021-02-17,495.0,0.01,1,PE,MCX-OPT,MCX
150,57761287,225630,COPPER21FEB500CE,COPPER,0.0,2021-02-17,500.0,0.01,1,CE,MCX-OPT,MCX
151,57761543,225631,COPPER21FEB500PE,COPPER,0.0,2021-02-17,500.0,0.01,1,PE,MCX-OPT,MCX
152,57761799,225632,COPPER21FEB505CE,COPPER,0.0,2021-02-17,505.0,0.01,1,CE,MCX-OPT,MCX
153,57762055,225633,COPPER21FEB505PE,COPPER,0.0,2021-02-17,505.0,0.01,1,PE,MCX-OPT,MCX
154,57762311,225634,COPPER21FEB510CE,COPPER,0.0,2021-02-17,510.0,0.01,1,CE,MCX-OPT,MCX
155,57762567,225635,COPPER21FEB510PE,COPPER,0.0,2021-02-17,510.0,0.01,1,PE,MCX-OPT,MCX
156,57762823,225636,COPPER21FEB515CE,COPPER,0.0,2021-02-17,515.0,0.01,1,CE,MCX-OPT,MCX
157,57763079,225637,COPPER21FEB515PE,COPPER,0.0,2021-02-17,515.0,0.01,1,PE,MCX-OPT,MCX
158,57763335,225638,COPPER21FEB520CE,COPPER,0.0,2021-02-17,520.0,0.01,1,CE,MCX-OPT,MCX
159,57763591,225639,COPPER21FEB520PE,COPPER,0.0,2021-02-17,520.0,0.01,1,PE,MCX-OPT,MCX
160,57763847,225640,COPPER21FEB525CE,COPPER,0.0,2021-02-17,525.0,0.01,1,CE,MCX-OPT,MCX
161,57764103,225641,COPPER21FEB525PE,COPPER,0.0,2021-02-17,525.0,0.01,1,PE,MCX-OPT,MCX
162,57764359,225642,COPPER21FEB530CE,COPPER,0.0,2021-02-17,530.0,0.01,1,CE,MCX-OPT,MCX
163,57764615,225643,COPPER21FEB530PE,COPPER,0.0,2021-02-17,530.0,0.01,1,PE,MCX-OPT,MCX
164,57764871,225644,COPPER21FEB535CE,COPPER,0.0,2021-02-17,535.0,0.01,1,CE,MCX-OPT,MCX
165,57765127,225645,COPPER21FEB535PE,COPPER,0.0,2021-02-17,535.0,0.01,1,PE,MCX-OPT,MCX
166,57765383,225646,COPPER21FEB540CE,COPPER,0.0,2021-02-17,540.0,0.01,1,CE,MCX-OPT,MCX
167,57765639,225647,COPPER21FEB540PE,COPPER,0.0,2021-02-17,540.0,0.01,1,PE,MCX-OPT,MCX
168,57765895,225648,COPPER21FEB545CE,COPPER,0.0,2021-02-17,545.0,0.01,1,CE,MCX-OPT,MCX
169,57766151,225649,COPPER21FEB545PE,COPPER,0.0,2021-02-17,545.0,0.01,1,PE,MCX-OPT,MCX
170,57766407,225650,COPPER21FEB550CE,COPPER,0.0,2021-02-17,550.0,0.01,1,CE,MCX-OPT,MCX
171,57766663,225651,COPPER21FEB550PE,COPPER,0.0,2021-02-17,550.0,0.01,1,PE,MCX-OPT,MCX
172,57766919,225652,COPPER21FEB555CE,COPPER,0.0,2021-02-17,555.0,0.01,1,CE,MCX-OPT,MCX
173,57767175,225653,COPPER21FEB555PE,COPPER,0.0,2021-02-17,555.0,0.01,1,PE,MCX-OPT,MCX
174,57767431,225654,COPPER21FEB560CE,COPPER,0.0,2021-02-17,560.0,0.01,1,CE,MCX-OPT,MCX
175,57767687,225655,COPPER21FEB560PE,COPPER,0.0,2021-02-17,560.0,0.01,1,PE,MCX-OPT,MCX
176,57769479,225662,COPPER21FEB565CE,COPPER,0.0,2021-02-17,565.0,0.01,1,CE,MCX-OPT,MCX
177,57769735,225663,COPPER21FEB565PE,COPPER,0.0,2021-02-17,565.0,0.01,1,PE,MCX-OPT,MCX
178,57772551,225674,COPPER21FEB570CE,COPPER,0.0,2021-02-17,570.0,0.01,1,CE,MCX-OPT,MCX
179,57772807,225675,COPPER21FEB570PE,COPPER,0.0,2021-02-17,570.0,0.01,1,PE,MCX-OPT,MCX
180,57816327,225845,COPPER21FEB575CE,COPPER,0.0,2021-02-17,575.0,0.01,1,CE,MCX-OPT,MCX
181,57816583,225846,COPPER21FEB575PE,COPPER,0.0,2021-02-17,575.0,0.01,1,PE,MCX-OPT,MCX
182,57825543,225881,COPPER21FEB580CE,COPPER,0.0,2021-02-17,580.0,0.01,1,CE,MCX-OPT,MCX
183,57825799,225882,COPPER21FEB580PE,COPPER,0.0,2021-02-17,580.0,0.01,1,PE,MCX-OPT,MCX
184,57854727,225995,COPPER21FEB585CE,COPPER,0.0,2021-02-17,585.0,0.01,1,CE,MCX-OPT,MCX
185,57854983,225996,COPPER21FEB585PE,COPPER,0.0,2021-02-17,585.0,0.01,1,PE,MCX-OPT,MCX
186,57855239,225997,COPPER21FEB590CE,COPPER,0.0,2021-02-17,590.0,0.01,1,CE,MCX-OPT,MCX
187,57855495,225998,COPPER21FEB590PE,COPPER,0.0,2021-02-17,590.0,0.01,1,PE,MCX-OPT,MCX
188,57855751,225999,COPPER21FEB595CE,COPPER,0.0,2021-02-17,595.0,0.01,1,CE,MCX-OPT,MCX
189,57856007,226000,COPPER21FEB595PE,COPPER,0.0,2021-02-17,595.0,0.01,1,PE,MCX-OPT,MCX
190,57861895,226023,COPPER21FEB600CE,COPPER,0.0,2021-02-17,600.0,0.01,1,CE,MCX-OPT,MCX
191,57862151,226024,COPPER21FEB600PE,COPPER,0.0,2021-02-17,600.0,0.01,1,PE,MCX-OPT,MCX
192,57882119,226102,COPPER21FEB605CE,COPPER,0.0,2021-02-17,605.0,0.01,1,CE,MCX-OPT,MCX
193,57882375,226103,COPPER21FEB605PE,COPPER,0.0,2021-02-17,605.0,0.01,1,PE,MCX-OPT,MCX
194,57891335,226138,COPPER21FEB610CE,COPPER,0.0,2021-02-17,610.0,0.01,1,CE,MCX-OPT,MCX
195,57891591,226139,COPPER21FEB610PE,COPPER,0.0,2021-02-17,610.0,0.01,1,PE,MCX-OPT,MCX
196,57891847,226140,COPPER21FEB615CE,COPPER,0.0,2021-02-17,615.0,0.01,1,CE,MCX-OPT,MCX
197,57892103,226141,COPPER21FEB615PE,COPPER,0.0,2021-02-17,615.0,0.01,1,PE,MCX-OPT,MCX
198,57928455,226283,COPPER21FEB620CE,COPPER,0.0,2021-02-17,620.0,0.01,1,CE,MCX-OPT,MCX
199,57928711,226284,COPPER21FEB620PE,COPPER,0.0,2021-02-17,620.0,0.01,1,PE,MCX-OPT,MCX
200,57932551,226299,COPPER21FEB625CE,COPPER,0.0,2021-02-17,625.0,0.01,1,CE,MCX-OPT,MCX
201,57932807,226300,COPPER21FEB625PE,COPPER,0.0,2021-02-17,625.0,0.01,1,PE,MCX-OPT,MCX
202,57935879,226312,COPPER21FEB630CE,COPPER,0.0,2021-02-17,630.0,0.01,1,CE,MCX-OPT,MCX
203,57936135,226313,COPPER21FEB630PE,COPPER,0.0,2021-02-17,630.0,0.01,1,PE,MCX-OPT,MCX
204,57971207,226450,COPPER21FEB635CE,COPPER,0.0,2021-02-17,635.0,0.01,1,CE,MCX-OPT,MCX
205,57971463,226451,COPPER21FEB635PE,COPPER,0.0,2021-02-17,635.0,0.01,1,PE,MCX-OPT,MCX
206,57971719,226452,COPPER21FEB640CE,COPPER,0.0,2021-02-17,640.0,0.01,1,CE,MCX-OPT,MCX
207,57971975,226453,COPPER21FEB640PE,COPPER,0.0,2021-02-17,640.0,0.01,1,PE,MCX-OPT,MCX
208,58049031,226754,COPPER21FEB645CE,COPPER,0.0,2021-02-17,645.0,0.01,1,CE,MCX-OPT,MCX
209,58049287,226755,COPPER21FEB645PE,COPPER,0.0,2021-02-17,645.0,0.01,1,PE,MCX-OPT,MCX
210,58049543,226756,COPPER21FEB650CE,COPPER,0.0,2021-02-17,650.0,0.01,1,CE,MCX-OPT,MCX
211,58049799,226757,COPPER21FEB650PE,COPPER,0.0,2021-02-17,650.0,0.01,1,PE,MCX-OPT,MCX
